,Year,Type,Country,Sex ,Age,Fatal (Y/N),Month,Day,date_clean,Age_clean,Species_clean_2,Time_clean,Activity_clean_1,Activity_clean_2
4989,1932,Unprovoked,fiji,F,,Y,06,20,1932-06-20,,other/NA,A.M.,free diving,free diving
4990,1932,Unprovoked,australia,M,,Y,05,12,1932-05-12,,other/NA,,pearl diving,Other
4991,1932,Unprovoked,australia,M,,N,05,01,1932-05-01,,other/NA,,pearl diving,Other
4992,1932,Unprovoked,philippines,M,,Y,04,16,1932-04-16,,other/NA,,standing,standing
4993,1932,Unprovoked,philippines,F,,Y,04,16,1932-04-16,,other/NA,P.M.,standing,standing
4994,1932,Unprovoked,usa,M,,N,02,16,1932-02-16,,other/NA,P.M.,swimming,swimming
4995,1932,Unprovoked,australia,M,,N,02,13,1932-02-13,,other/NA,,fishing,fishing
4996,1932,Unprovoked,philippines,M,,Y,02,08,1932-02-08,,other/NA,,working,Other
4997,1932,Unprovoked,australia,M,,N,01,27,1932-01-27,,other/NA,,swimming,swimming
4998,1932,Boat,australia,,,UNKNOWN,01,11,1932-01-11,,other/NA,,fishing,fishing
4999,1932,Provoked,mexico,M,36 & 23,Y,01,06,1932-01-06,36.0,other/NA,,fishing,fishing
5001,1931,Unprovoked,australia,M,45,N,11,26,1931-11-26,45.0,other/NA,,diving,diving
5002,1931,Unprovoked,jamaica,M,Teen,Y,09,27,1931-09-27,,other/NA,,diving,diving
5003,1931,Unprovoked,usa,M,,N,09,21,1931-09-21,,other/NA,,swimming,swimming
5004,1931,Unprovoked,usa,F,20,N,09,21,1931-09-21,20.0,other/NA,,swimming,swimming
5005,1931,Invalid,usa,M,,UNKNOWN,09,02,1931-09-02,,other/NA,,fishing,fishing
5006,1931,Unprovoked,cuba,M,18,Y,08,31,1931-08-31,18.0,other/NA,,swimming,swimming
5007,1931,Invalid,usa,M,,UNKNOWN,08,30,1931-08-30,,other/NA,,,Other
5008,1931,Boat,usa,,,N,08,27,1931-08-27,,other/NA,,fishing,fishing
5009,1931,Unprovoked,cuba,M,23,Y,08,25,1931-08-25,23.0,other/NA,,swimming,swimming
5010,1931,Unprovoked,cuba,M,,Y,08,23,1931-08-23,,other/NA,,swimming,swimming
5011,1931,Unprovoked,usa,M,,N,08,18,1931-08-18,,other/NA,,swimming,swimming
5012,1931,Unprovoked,usa,M,,N,08,06,1931-08-06,,other/NA,,swimming,swimming
5013,1931,Unprovoked,australia,M,,Y,08,01,1931-08-01,,other/NA,,,Other
5014,1931,Unprovoked,fiji,M,,N,07,28,1931-07-28,,other/NA,,swimming,swimming
5015,1931,Unprovoked,usa,M,,N,07,15,1931-07-15,,other/NA,,swimming,swimming
5016,1931,Unprovoked,usa,M,,N,06,14,1931-06-14,,other/NA,,fishing,fishing
5017,1931,Provoked,usa,M,,N,06,13,1931-06-13,,tiger shark,,gaffing,Other
5018,1931,Unprovoked,usa,M,,N,06,04,1931-06-04,,other/NA,,crabbing,Other
5019,1931,Boat,australia,,,N,05,02,1931-05-02,,other/NA,A.M.,,Other
5020,1931,Unprovoked,,M,,Y,04,27,1931-04-27,,other/NA,P.M.,fishing,fishing
5021,1931,Unprovoked,australia,M,19,Y,03,22,1931-03-22,19.0,other/NA,,fishing,fishing
5022,1931,Boat,turkey,,,N,03,15,1931-03-15,,other/NA,P.M.,fishing,fishing
5023,1931,Provoked,australia,M,,N,03,06,1931-03-06,,other/NA,,fishing,fishing
5024,1931,Invalid,australia,M,39,UNKNOWN,02,10,1931-02-10,39.0,other/NA,,swimming,swimming
5025,1931,Unprovoked,australia,M,,N,01,24,1931-01-24,,other/NA,,,Other
5026,1931,Unprovoked,australia,M,,N,01,14,1931-01-14,,other/NA,,pearl diving,Other
5027,1931,Unprovoked,australia,M,18,N,01,07,1931-01-07,18.0,other/NA,,swimming,swimming
5030,1930,Unprovoked,australia,M,49,N,12,25,1930-12-25,49.0,other/NA,,swimming,swimming
5031,1930,Unprovoked,australia,M,,Y,12,13,1930-12-13,,other/NA,,,Other
5032,1930,Boat,australia,,,N,12,02,1930-12-02,,other/NA,,fishing,fishing
5033,1930,Unprovoked,australia,M,,Y,12,01,1930-12-01,,other/NA,,,Other
5034,1930,Unprovoked,australia,M,,N,11,30,1930-11-30,,other/NA,,water from fishing,Other
5035,1930,Unprovoked,honduras,M,,Y,09,26,1930-09-26,,other/NA,,swimming,swimming
5036,1930,Boat,azores,,,N,09,12,1930-09-12,,other/NA,,,Other
5037,1930,Unprovoked,australia,M,17,N,08,31,1930-08-31,17.0,other/NA,,fishing,fishing
5038,1930,Unprovoked,spain,M,38,N,08,16,1930-08-16,38.0,other/NA,,swimming,swimming
5039,1930,Unprovoked,usa,M,,N,08,06,1930-08-06,,other/NA,,swimming,swimming
5040,1930,Unprovoked,cuba,M,29,N,07,19,1930-07-19,29.0,other/NA,,swimming,swimming
5041,1930,Unprovoked,usa,M,21,N,07,11,1930-07-11,21.0,tiger shark,,swimming,swimming
5042,1930,Unprovoked,australia,M,,Y,06,04,1930-06-04,,other/NA,,,Other
5043,1930,Unprovoked,usa,M,,N,05,27,1930-05-27,,other/NA,,swimming,swimming
5044,1930,Boat,turkey,M,,N,05,11,1930-05-11,,other/NA,,fishing,fishing
5045,1930,Invalid,costa rica,,,UNKNOWN,05,11,1930-05-11,,other/NA,,,Other
5046,1930,Invalid,south africa,M,17,UNKNOWN,04,08,1930-04-08,17.0,other/NA,P.M.,,Other
5047,1930,Unprovoked,usa,M,,N,03,07,1930-03-07,,other/NA,,sponge diving,Other
5048,1930,Unprovoked,australia,M,19,N,02,20,1930-02-20,19.0,other/NA,,pearl diving,Other
5049,1930,Unprovoked,australia,M,18,Y,02,15,1930-02-15,18.0,white shark,,diving,diving
5050,1930,Provoked,australia,M,,N,02,03,1930-02-03,,other/NA,,removing,Other
5051,1930,Boat,mexico,,,Y,01,22,1930-01-22,,other/NA,P.M.,fishing,fishing
5052,1930,Unprovoked,south africa,M,23,N,01,16,1930-01-16,23.0,white shark,,swimming,swimming
5053,1930,Sea Disaster,mauritius,M,,Y,01,01,1930-01-01,,other/NA,P.M.,swimming,swimming
5056,1929,Unprovoked,australia,M,16,Y,12,26,1929-12-26,16.0,tiger shark,,diving,diving
5057,1929,Unprovoked,australia,M,,N,12,21,1929-12-21,,other/NA,,diving,diving
5058,1929,Unprovoked,australia,F,17,N,12,16,1929-12-16,17.0,other/NA,,bathing,bathing
5059,1929,Unprovoked,australia,M,,N,12,13,1929-12-13,,other/NA,P.M.,pearl diving,Other
5060,1929,Unprovoked,,M,20,Y,12,09,1929-12-09,20.0,other/NA,A.M.,,Other
5061,1929,Unprovoked,australia,M,50s,Y,12,03,1929-12-03,,other/NA,,,Other
5062,1929,Sea Disaster,kiribati,M,,Y,11,29,1929-11-29,,other/NA,,,Other
5063,1929,Unprovoked,cuba,M,,N,11,21,1929-11-21,,other/NA,,fishing,fishing
5064,1929,Unprovoked,australia,M,,N,10,20,1929-10-20,,other/NA,,pearl diving,Other
5065,1929,Unprovoked,spain,M,,N,10,02,1929-10-02,,other/NA,,fishing,fishing
5066,1929,Unprovoked,australia,M,42,Y,09,01,1929-09-01,42.0,other/NA,,,Other
5067,1929,Unprovoked,usa,M,,N,08,05,1929-08-05,,other/NA,,bathing,bathing
5068,1929,Unprovoked,mexico,M,,N,07,29,1929-07-29,,other/NA,,swimming,swimming
5069,1929,Invalid,cape verde,F,,UNKNOWN,07,17,1929-07-17,,other/NA,,,Other
5070,1929,Provoked,usa,M,,N,06,23,1929-06-23,,other/NA,,fishing,fishing
5071,1929,Unprovoked,australia,M,,N,05,31,1929-05-31,,other/NA,,pearl diving,Other
5072,1929,Unprovoked,australia,M,,N,04,26,1929-04-26,,other/NA,,diving,diving
5073,1929,Unprovoked,australia,M,,N,04,17,1929-04-17,,other/NA,,diving,diving
5074,1929,Provoked,australia,M,19,N,04,11,1929-04-11,19.0,other/NA,,standing,standing
5075,1929,Unprovoked,australia,M,,Y,04,09,1929-04-09,,other/NA,,,Other
5076,1929,Unprovoked,australia,M,,Y,04,04,1929-04-04,,other/NA,,swimming,swimming
5077,1929,Unprovoked,usa,M,26,N,03,16,1929-03-16,26.0,other/NA,,swimming,swimming
5078,1929,Unprovoked,australia,M,,Y,03,12,1929-03-12,,other/NA,,bathing,bathing
5079,1929,Unprovoked,australia,M,9,N,03,04,1929-03-04,,other/NA,P.M.,launching,Other
5080,1929,Unprovoked,australia,M,12,N,03,04,1929-03-04,12.0,other/NA,,launching,Other
5081,1929,Unprovoked,australia,M,20,Y,02,18,1929-02-18,20.0,other/NA,P.M.,body surfing,body surfing
5082,1929,Boat,australia,,,N,02,09,1929-02-09,,other/NA,,canoeing,Other
5083,1929,Unprovoked,australia,M,39,Y,02,08,1929-02-08,39.0,other/NA,,swimming,swimming
5084,1929,Unprovoked,australia,M,  ,Y,01,27,1929-01-27,,other/NA,,swimming,swimming
5085,1929,Unprovoked,new zealand,F,,N,01,14,1929-01-14,,other/NA,,bathing,bathing
5086,1929,Unprovoked,australia,M,14,Y,01,12,1929-01-12,14.0,other/NA,,body surfing,body surfing
5087,1929,Boat,turkey,M,,Y,01,06,1929-01-06,,other/NA,,fishing,fishing
5088,1929,Unprovoked,fiji,M,,Y,01,05,1929-01-05,,other/NA,,diving,diving
5094,1928,Unprovoked,australia,M,,N,12,21,1928-12-21,,other/NA,,pearl diving,Other
5095,1928,Provoked,usa,M,,N,11,18,1928-11-18,,other/NA,,fishing,fishing
5096,1928,Boat,india,M,24,N,11,15,1928-11-15,24.0,other/NA,,,Other
5097,1928,Sea Disaster,usa,M,,Y,11,12,1928-11-12,,other/NA,,sinking,Other
5098,1928,Unprovoked,panama,M,17,Y,11,04,1928-11-04,17.0,other/NA,,swimming,swimming
5099,1928,Unprovoked,usa,M,,N,09,01,1928-09-01,,other/NA,,fishing,fishing
5100,1928,Invalid,usa,M,,UNKNOWN,08,24,1928-08-24,,other/NA,,,Other
5101,1928,Unprovoked,australia,M,,N,07,11,1928-07-11,,other/NA,,pearl diving,Other
5102,1928,Provoked,italy,M,,N,07,01,1928-07-01,,white shark,,boating,Other
5103,1928,Unprovoked,usa,M,,N,06,24,1928-06-24,,other/NA,,swimming,swimming
5104,1928,Invalid,india,M,,UNKNOWN,05,17,1928-05-17,,other/NA,,,Other
5105,1928,Unprovoked,australia,M,,N,04,14,1928-04-14,,tiger shark,,fishing,fishing
5106,1928,Unprovoked,australia,M,19,N,04,14,1928-04-14,19.0,other/NA,,treading,Other
5107,1928,Unprovoked,jamaica,M,,Y,04,09,1928-04-09,,other/NA,,diving,diving
5108,1928,Unprovoked,australia,M,15,N,04,06,1928-04-06,15.0,other/NA,,bathing,bathing
5109,1928,Unprovoked,australia,M,28,Y,04,04,1928-04-04,28.0,other/NA,,standing,standing
5110,1928,Unprovoked,australia,M,,N,03,28,1928-03-28,,other/NA,,,Other
5111,1928,Unprovoked,australia,M,,Y,02,20,1928-02-20,,other/NA,,pearl diving,Other
5112,1928,Unprovoked,costa rica,F,,N,02,01,1928-02-01,,other/NA,,swimming,swimming
5113,1928,Unprovoked,costa rica,M,,N,02,01,1928-02-01,,other/NA,,swimming,swimming
5114,1928,Unprovoked,australia,M,78,Y,01,27,1928-01-27,78.0,other/NA,,retrieving,Other
5115,1928,Invalid,usa,,,UNKNOWN,01,21,1928-01-21,,other/NA,,swimming,swimming
5116,1928,Invalid,usa,M,,UNKNOWN,01,21,1928-01-21,,other/NA,,overboard and swimming,Other
5117,1928,Unprovoked,south africa,F,,N,01,02,1928-01-02,,other/NA,A.M.,,Other
5118,1928,Unprovoked,south africa,M,18,N,01,01,1928-01-01,18.0,other/NA,,body surfing,body surfing
5120,1927,Unprovoked,south africa,M,17,Y,12,28,1927-12-28,17.0,white shark,,swimming,swimming
5121,1927,Sea Disaster,australia,,,Y,11,03,1927-11-03,,other/NA,,,Other
5122,1927,Sea Disaster,brazil,,,Y,10,25,1927-10-25,,other/NA,,,Other
5123,1927,Unprovoked,australia,M,,N,10,12,1927-10-12,,other/NA,,riding,Other
5124,1927,Unprovoked,fiji,M,,N,10,01,1927-10-01,,other/NA,,standing,standing
5125,1927,Boat,australia,,,N,07,03,1927-07-03,,other/NA,,,Other
5126,1927,Sea Disaster,philippines,,,Y,05,29,1927-05-29,,other/NA,,,Other
5127,1927,Unprovoked,australia,M,,Y,05,09,1927-05-09,,other/NA,,walking,Other
5128,1927,Unprovoked,australia,M,,N,04,10,1927-04-10,,other/NA,,diving,diving
5129,1927,Unprovoked,australia,M,,N,04,08,1927-04-08,,other/NA,,pearl diving,Other
5130,1927,Unprovoked,australia,M,17,N,03,01,1927-03-01,17.0,other/NA,,body surfing,body surfing
5131,1927,Provoked,nicaragua,M,,N,02,14,1927-02-14,,other/NA,,feeling,Other
5132,1927,Unprovoked,australia,M,,N,02,09,1927-02-09,,other/NA,,attempting,Other
5133,1927,Provoked,new zealand,M,70,N,02,01,1927-02-01,70.0,other/NA,,fishing,fishing
5134,1927,Unprovoked,south africa,M,,N,01,20,1927-01-20,,other/NA,,body surfing,body surfing
5135,1927,Unprovoked,usa,M,,N,01,08,1927-01-08,,other/NA,,swimming,swimming
5136,1927,Unprovoked,australia,M,15,Y,01,03,1927-01-03,15.0,other/NA,,swimming,swimming
5139,1926,Unprovoked,australia,M,,Y,12,02,1926-12-02,,other/NA,,diving,diving
5140,1926,Unprovoked,australia,M,,N,11,17,1926-11-17,,other/NA,,diving,diving
5141,1926,Unprovoked,papua new guinea,M,,Y,10,29,1926-10-29,,other/NA,,,Other
5142,1926,Unprovoked,australia,M,17,N,10,23,1926-10-23,17.0,other/NA,,bathing,bathing
5143,1926,Sea Disaster,bermuda,,,N,10,23,1926-10-23,,other/NA,,,Other
5144,1926,Unprovoked,papua new guinea,M,,Y,09,06,1926-09-06,,other/NA,,,Other
5145,1926,Unprovoked,usa,M,18,Y,08,24,1926-08-24,18.0,other/NA,,swimming,swimming
5146,1926,Unprovoked,italy,M,20,Y,07,23,1926-07-23,20.0,white shark,,swimming,swimming
5147,1926,Boat,usa,M,,N,07,12,1926-07-12,,other/NA,,fishing,fishing
5148,1926,Unprovoked,usa,M,15,N,07,08,1926-07-08,15.0,white shark,,swimming,swimming
5149,1926,Invalid,spain,M,,UNKNOWN,07,03,1926-07-03,,other/NA,,bathing,bathing
5150,1926,Unprovoked,usa,M,,Y,05,18,1926-05-18,,white shark,,swimming,swimming
5151,1926,Unprovoked,south atlantic ocean,M,26,N,04,22,1926-04-22,26.0,other/NA,,,Other
5152,1926,Unprovoked,usa,F,,N,04,07,1926-04-07,,other/NA,,swimming,swimming
5153,1926,Unprovoked,australia,F,,Y,03,17,1926-03-17,,white shark,P.M.,swimming,swimming
5154,1926,Unprovoked,south africa,M,,N,01,26,1926-01-26,,other/NA,A.M.,swimming,swimming
5155,1926,Unprovoked,australia,M,,N,01,01,1926-01-01,,other/NA,,,Other
5160,1925,Unprovoked,australia,M,55,Y,11,22,1925-11-22,55.0,tiger shark,,floating,Other
5161,1925,Unprovoked,usa,F,,N,11,01,1925-11-01,,other/NA,P.M.,,Other
5162,1925,Unprovoked,usa,M,,N,11,01,1925-11-01,,other/NA,,,Other
5163,1925,Provoked,spain,M,,N,09,04,1925-09-04,,other/NA,,fishing,fishing
5164,1925,Unprovoked,england,M,,N,09,03,1925-09-03,,other/NA,,fishing,fishing
5165,1925,Unprovoked,usa,F,,N,08,02,1925-08-02,,other/NA,,swimming,swimming
5166,1925,Invalid,australia,,,UNKNOWN,06,15,1925-06-15,,other/NA,P.M.,,Other
5167,1925,Unprovoked,usa,M,,N,05,01,1925-05-01,,other/NA,,,Other
5168,1925,Unprovoked,australia,M,16,N,03,27,1925-03-27,16.0,other/NA,,bathing,bathing
5169,1925,Unprovoked,australia,M,16,Y,03,12,1925-03-12,16.0,other/NA,,swimming,swimming
5170,1925,Unprovoked,papua new guinea,M,A.M.,Y,03,10,1925-03-10,,other/NA,,swimming,swimming
5171,1925,Unprovoked,usa,M,,N,01,27,1925-01-27,,other/NA,,swimming,swimming
5172,1925,Unprovoked,canada,M,,N,01,08,1925-01-08,,other/NA,,diving,diving
5174,1924,Unprovoked,mexico,F,,Y,11,25,1924-11-25,,other/NA,,esperanza stranded during,Other
5175,1924,Unprovoked,panama,M,35,N,11,24,1924-11-24,35.0,other/NA,,,Other
5176,1924,Unprovoked,usa,M,35,Y,11,21,1924-11-21,35.0,other/NA,,bathing,bathing
5177,1924,Provoked,french polynesia,M,,N,10,31,1924-10-31,,other/NA,,pearl diving,Other
5178,1924,Unprovoked,australia,M,,N,10,18,1924-10-18,,other/NA,,bathing,bathing
5179,1924,Unprovoked,usa,M,,N,07,31,1924-07-31,,other/NA,,standing,standing
5180,1924,Provoked,england,M,,N,07,14,1924-07-14,,other/NA,,fishing,fishing
5181,1924,Boat,usa,M,?    &   14,N,07,04,1924-07-04,14.0,other/NA,,fishing,fishing
5182,1924,Provoked,usa,M,,N,06,18,1924-06-18,,other/NA,,removing,Other
5183,1924,Unprovoked,australia,M,20,Y,04,25,1924-04-25,20.0,other/NA,,fishing,fishing
5184,1924,Unprovoked,panama,M,21,N,04,22,1924-04-22,21.0,other/NA,,floating,Other
5185,1924,Invalid,australia,M,,UNKNOWN,04,20,1924-04-20,,other/NA,,swimming,swimming
5186,1924,Unprovoked,solomon islands,M,,N,03,28,1924-03-28,,other/NA,,swimming,swimming
5187,1924,Boat,spain,,,N,03,24,1924-03-24,,other/NA,,fishing,fishing
5188,1924,Unprovoked,australia,F,30,N,02,13,1924-02-13,30.0,other/NA,,bathing,bathing
5189,1924,Invalid,australia,M,,UNKNOWN,02,08,1924-02-08,,other/NA,P.M.,bathing,bathing
5190,1924,Unprovoked,south africa,M,22,Y,01,29,1924-01-29,22.0,other/NA,P.M.,swimming,swimming
5191,1924,Unprovoked,south africa,M,,N,01,25,1924-01-25,,other/NA,,swimming,swimming
5192,1924,Unprovoked,australia,M,16,Y,01,19,1924-01-19,16.0,other/NA,,was swimming,Other
5193,1923,Unprovoked,australia,M,,N,12,12,1923-12-12,,other/NA,,swimming,swimming
5194,1923,Unprovoked,australia,M,,Y,12,02,1923-12-02,,other/NA,,fishing,fishing
5195,1923,Unprovoked,australia,M,,Y,11,23,1923-11-23,,other/NA,,dry shelling,Other
5196,1923,Invalid,australia,M,,UNKNOWN,11,02,1923-11-02,,other/NA,,fishing,fishing
5197,1923,Invalid,australia,M,,UNKNOWN,10,20,1923-10-20,,other/NA,,sailing,Other
5198,1923,Boat,australia,,,N,10,17,1923-10-17,,other/NA,,fishing,fishing
5199,1923,Unprovoked,australia,M,,N,10,16,1923-10-16,,other/NA,,pearl diving,Other
5200,1923,Unprovoked,guyana,M,,N,08,08,1923-08-08,,other/NA,,fishing,fishing
5201,1923,Unprovoked,australia,M,,N,07,02,1923-07-02,,other/NA,,diving,diving
5202,1923,Boat,australia,M,,Y,06,16,1923-06-16,,other/NA,,after rowing,Other
5203,1923,Boat,mexico,,,N,06,06,1923-06-06,,other/NA,A.M.,dismantling,Other
5204,1923,Unprovoked,australia,M,,N,05,23,1923-05-23,,other/NA,,wading,wading
5205,1923,Unprovoked,australia,M,,Y,05,22,1923-05-22,,other/NA,,diving,diving
5206,1923,Unprovoked,australia,M,,N,03,18,1923-03-18,,other/NA,,diving,diving
5207,1923,Unprovoked,usa,M,25,N,02,01,1923-02-01,25.0,other/NA,P.M.,swimming,swimming
5208,1923,Invalid,australia,M,,UNKNOWN,01,27,1923-01-27,,other/NA,,,Other
5209,1923,Unprovoked,australia,M,13,Y,01,27,1923-01-27,13.0,other/NA,,swimming,swimming
5210,1923,Invalid,cuba,M,,UNKNOWN,01,13,1923-01-13,,other/NA,P.M.,,Other
5215,1922,Unprovoked,usa,F,,Y,12,14,1922-12-14,,other/NA,,bathing,bathing
5216,1922,Unprovoked,australia,M,19,Y,12,05,1922-12-05,19.0,other/NA,,bathing,bathing
5217,1922,Unprovoked,barbados,M,16,Y,09,29,1922-09-29,16.0,other/NA,P.M.,fishing,fishing
5218,1922,Invalid,australia,M,,UNKNOWN,10,29,1922-10-29,,other/NA,P.M.,sailing,Other
5219,1922,Unprovoked,usa,M,,N,09,28,1922-09-28,,other/NA,,freediving,Other
5220,1922,Unprovoked,england,M,,Y,09,26,1922-09-26,,other/NA,,swimming,swimming
5221,1922,Boat,usa,,,N,09,21,1922-09-21,,other/NA,,fishing,fishing
5222,1922,Unprovoked,usa,M,,N,07,19,1922-07-19,,other/NA,A.M.,,Other
5223,1922,Unprovoked,usa,F,18,Y,06,17,1922-06-17,18.0,other/NA,P.M.,floating,Other
5224,1922,Unprovoked,jamaica,M,19,Y,05,24,1922-05-24,19.0,other/NA,,swimming,swimming
5225,1922,Unprovoked,south africa,M,18,N,05,06,1922-05-06,18.0,white shark,,swimming,swimming
5226,1922,Unprovoked,australia,M,,Y,04,26,1922-04-26,,other/NA,,swimming,swimming
5227,1922,Unprovoked,jamaica,M,,N,03,20,1922-03-20,,other/NA,,fishing,fishing
5228,1922,Unprovoked,jamaica,F,14,Y,03,13,1922-03-13,14.0,other/NA,,standing,standing
5229,1922,Unprovoked,australia,M,21,Y,03,02,1922-03-02,21.0,white shark,,bathing,bathing
5230,1922,Invalid,australia,M,,UNKNOWN,02,22,1922-02-22,,other/NA,,swimming,swimming
5231,1922,Unprovoked,australia,M,18,Y,02,04,1922-02-04,18.0,white shark,A.M.,swimming,swimming
5232,1922,Unprovoked,iraq,M,,Y,01,28,1922-01-28,,other/NA,A.M.,bathing,bathing
5233,1922,Unprovoked,australia,M,54,Y,01,15,1922-01-15,54.0,other/NA,A.M.,swimming,swimming
5234,1922,Unprovoked,australia,M,,N,01,13,1922-01-13,,other/NA,,standing,standing
5235,1922,Unprovoked,australia,M,26,Y,01,04,1922-01-04,26.0,other/NA,,surfing,surfing
5236,1921,Unprovoked,australia,M,20,N,12,11,1921-12-11,20.0,other/NA,,swimming,swimming
5237,1921,Unprovoked,australia,M,8,Y,11,27,1921-11-27,,other/NA,,,Other
5238,1921,Unprovoked,australia,M,40,N,11,27,1921-11-27,40.0,other/NA,,wading,wading
5239,1921,Unprovoked,fiji,,,Y,11,15,1921-11-15,,other/NA,,swimming,swimming
5240,1921,Unprovoked,australia,M,,N,10,12,1921-10-12,,other/NA,,diving,diving
5241,1921,Unprovoked,australia,M,22,Y,10,04,1921-10-04,22.0,other/NA,,diving,diving
5242,1921,Provoked,england,M,,N,09,01,1921-09-01,,other/NA,,fishing,fishing
5243,1921,Unprovoked,australia,M,,N,08,29,1921-08-29,,other/NA,,,Other
5244,1921,Unprovoked,philippines,M,21,Y,08,28,1921-08-28,21.0,other/NA,,swimming,swimming
5245,1921,Unprovoked,cuba,M,,Y,07,21,1921-07-21,,other/NA,P.M.,,Other
5246,1921,Invalid,philippines,,,UNKNOWN,01,11,1921-01-11,,other/NA,,,Other
5247,1920,Unprovoked,australia,M,,N,11,29,1920-11-29,,other/NA,P.M.,wading,wading
5248,1921,Unprovoked,haiti,M,,Y,08,22,1921-08-22,,other/NA,,,Other
5249,1920,Unprovoked,australia,M,,N,11,22,1920-11-22,,other/NA,,standing,standing
5250,1920,Sea Disaster,philippines,M,,Y,11,04,1920-11-04,,other/NA,,,Other
5251,1920,Invalid,usa,M,30,UNKNOWN,07,14,1920-07-14,30.0,other/NA,,swimming,swimming
5252,1920,Unprovoked,australia,M,,N,07,05,1920-07-05,,other/NA,A.M.,diving,diving
5253,1920,Unprovoked,usa,M,13,N,06,29,1920-06-29,13.0,other/NA,,swimming,swimming
5254,1920,Provoked,canada,,,N,06,27,1920-06-27,,other/NA,,,Other
5255,1920,Unprovoked,australia,M,20,N,03,08,1920-03-08,20.0,other/NA,,swimming,swimming
5256,1920,Unprovoked,australia,M,,N,01,24,1920-01-24,,other/NA,P.M.,diving,diving
5257,1920,Unprovoked,south africa,F,18,N,02,03,1920-02-03,18.0,other/NA,,floating,Other
5258,1920,Unprovoked,australia,M,,Y,01,24,1920-01-24,,other/NA,,free diving,free diving
5259,1920,Unprovoked,australia,M,12,Y,01,15,1920-01-15,12.0,other/NA,,swimming,swimming
5263,1919,Unprovoked,australia,M,29,N,12,30,1919-12-30,29.0,other/NA,,swimming,swimming
5264,1919,Unprovoked,australia,M,47,Y,12,07,1919-12-07,47.0,other/NA,,swimming,swimming
5265,1919,Unprovoked,australia,M,,N,11,18,1919-11-18,,other/NA,,sitting,Other
5266,1919,Unprovoked,costa rica,M,,Y,09,12,1919-09-12,,other/NA,,board capsized crossing,Other
5267,1919,Unprovoked,usa,M,,N,08,10,1919-08-10,,other/NA,,swimming,swimming
5268,1919,Unprovoked,usa,M,,N,05,29,1919-05-29,,other/NA,A.M.,swimming,swimming
5269,1919,Unprovoked,usa,M,,Y,04,06,1919-04-06,,other/NA,,,Other
5270,1919,Invalid,australia,M,,UNKNOWN,03,16,1919-03-16,,other/NA,P.M.,,Other
5271,1919,Unprovoked,australia,M,,N,01,17,1919-01-17,,other/NA,,swimming,swimming
5272,1919,Unprovoked,new zealand,F,,N,01,15,1919-01-15,,other/NA,,swimming,swimming
5273,1919,Unprovoked,australia,M,13,Y,01,09,1919-01-09,13.0,other/NA,,wading,wading
5274,1919,Unprovoked,australia,M,38,Y,01,05,1919-01-05,38.0,other/NA,P.M.,wading,wading
5277,1918,Unprovoked,usa,M,,Y,11,01,1918-11-01,,other/NA,A.M.,fishing,fishing
5278,1918,Sea Disaster,san domingo,M,,Y,11,01,1918-11-01,,tiger shark,,,Other
5279,1918,Unprovoked,australia,M,22,Y,09,19,1918-09-19,22.0,other/NA,,bathing,bathing
5280,1918,Unprovoked,australia,M,,N,03,22,1918-03-22,,other/NA,,surfing,surfing
5282,1917,Unprovoked,australia,M,,N,12,15,1917-12-15,,other/NA,,swimming,swimming
5283,1917,Unprovoked,mozambique,M,,Y,11,01,1917-11-01,,other/NA,,,Other
5284,1917,Unprovoked,usa,M,,N,09,21,1917-09-21,,other/NA,A.M.,swimming,swimming
5285,1917,Provoked,usa,M,,N,09,09,1917-09-09,,other/NA,A.M.,stuffing,Other
5286,1917,Unprovoked,panama,M,,Y,09,01,1917-09-01,,other/NA,,swimming,swimming
5287,1917,Unprovoked,usa,M,,Y,07,18,1917-07-18,,other/NA,,diving,diving
5288,1917,Sea Disaster,ireland,M,,Y,07,15,1917-07-15,,other/NA,,,Other
5289,1917,Unprovoked,usa,M,,N,06,03,1917-06-03,,other/NA,,swimming,swimming
5290,1917,Unprovoked,philippines,M,,Y,05,31,1917-05-31,,other/NA,,swimming,swimming
5291,1917,Unprovoked,kuwait,M,,N,05,05,1917-05-05,,other/NA,,diving,diving
5293,1916,Unprovoked,australia,M,25,N,12,30,1916-12-30,25.0,other/NA,,bathing,bathing
5294,1916,Unprovoked,australia,M,41,Y,12,08,1916-12-08,41.0,other/NA,,taking,Other
5295,1916,Unprovoked,australia,F,,N,12,08,1916-12-08,,other/NA,,swimming,swimming
5296,1916,Provoked,panama,M,,N,11,15,1916-11-15,,other/NA,,,Other
5297,1916,Unprovoked,australia,M,,Y,11,10,1916-11-10,,other/NA,,swimming,swimming
5298,1916,Unprovoked,australia,M,27,Y,11,09,1916-11-09,27.0,other/NA,,bathing,bathing
5299,1916,Provoked,usa,M,,Y,10,11,1916-10-11,,other/NA,,fishing,fishing
5300,1916,Unprovoked,usa,M,,N,08,24,1916-08-24,,other/NA,,netting,Other
5301,1916,Unprovoked,usa,M,,N,07,26,1916-07-26,,other/NA,,fishing,fishing
5302,1916,Invalid,usa,F,,UNKNOWN,07,13,1916-07-13,,other/NA,,swimming,swimming
5303,1916,Unprovoked,usa,M,,N,07,13,1916-07-13,,other/NA,,swimming,swimming
5304,1916,Unprovoked,usa,M,12,N,07,12,1916-07-12,12.0,other/NA,,swimming,swimming
